,Pick1,Pick2,Pick3,Result
680,113.0,113.0,113.0,0.0
681,213.0,213.0,413.0,1.0
682,210.0,210.0,210.0,1.0
683,207.0,207.0,207.0,0.0
684,203.0,203.0,313.0,0.0
685,204.0,204.0,304.0,1.0
686,113.0,113.0,206.0,-1.0
687,113.0,210.0,210.0,1.0
688,113.0,113.0,113.0,0.0
689,204.0,204.0,204.0,1.0
690,114.0,114.0,114.0,-1.0
691,202.0,202.0,202.0,0.0
692,114.0,212.0,412.0,1.0
693,114.0,114.0,114.0,0.0
694,114.0,114.0,206.0,0.0
695,114.0,114.0,114.0,0.0
696,113.0,205.0,205.0,0.0
697,214.0,414.0,414.0,1.0
698,213.0,213.0,213.0,1.0
699,207.0,310.0,310.0,1.0
700,202.0,202.0,308.0,0.0
701,212.0,212.0,212.0,1.0
702,112.0,206.0,206.0,0.0
703,212.0,412.0,712.0,1.0
704,113.0,209.0,209.0,-1.0
705,203.0,203.0,203.0,1.0
706,110.0,110.0,210.0,-1.0
707,206.0,206.0,206.0,1.0
708,113.0,113.0,113.0,0.0
709,208.0,308.0,308.0,0.0
710,205.0,205.0,405.0,1.0
711,114.0,114.0,114.0,1.0
712,211.0,211.0,612.0,1.0
713,112.0,112.0,113.0,0.0
714,114.0,114.0,114.0,0.0
715,212.0,212.0,212.0,1.0
716,114.0,203.0,203.0,1.0
717,202.0,202.0,202.0,0.0
718,207.0,309.0,609.0,1.0
719,213.0,213.0,313.0,0.0
720,202.0,202.0,202.0,0.0
721,210.0,210.0,210.0,0.0
722,213.0,213.0,413.0,1.0
723,112.0,112.0,114.0,-1.0
724,114.0,114.0,204.0,0.0
725,110.0,112.0,206.0,0.0
726,110.0,208.0,308.0,-1.0
727,204.0,204.0,204.0,0.0
728,205.0,205.0,509.0,1.0
729,209.0,209.0,209.0,0.0
730,206.0,406.0,706.0,1.0
731,209.0,209.0,209.0,1.0
732,203.0,203.0,203.0,-1.0
733,114.0,114.0,114.0,0.0
734,114.0,114.0,114.0,0.0
735,207.0,207.0,307.0,1.0
736,113.0,113.0,113.0,0.0
737,113.0,113.0,114.0,-1.0
738,114.0,114.0,514.0,1.0
739,203.0,203.0,203.0,0.0
740,114.0,209.0,314.0,1.0
741,308.0,308.0,308.0,1.0
742,207.0,207.0,207.0,1.0
743,202.0,202.0,202.0,-1.0
744,310.0,310.0,310.0,1.0
745,203.0,203.0,309.0,-1.0
746,207.0,310.0,310.0,1.0
747,211.0,211.0,211.0,1.0
748,205.0,405.0,705.0,1.0
749,114.0,114.0,114.0,0.0
750,611.0,611.0,611.0,1.0
751,206.0,206.0,206.0,1.0
752,113.0,203.0,203.0,-1.0
753,113.0,207.0,311.0,0.0
754,214.0,214.0,214.0,1.0
755,209.0,209.0,209.0,0.0
756,112.0,112.0,112.0,0.0
757,111.0,114.0,114.0,0.0
758,202.0,202.0,202.0,0.0
759,307.0,307.0,311.0,0.0
760,211.0,211.0,313.0,0.0
761,214.0,214.0,314.0,1.0
762,214.0,314.0,714.0,-1.0
763,202.0,202.0,202.0,1.0
764,214.0,214.0,214.0,0.0
765,211.0,411.0,711.0,1.0
766,213.0,213.0,413.0,-1.0
767,114.0,114.0,510.0,1.0
768,111.0,111.0,211.0,1.0
769,207.0,207.0,207.0,0.0
770,113.0,113.0,509.0,0.0
771,109.0,112.0,209.0,1.0
772,210.0,210.0,210.0,1.0
773,114.0,204.0,204.0,-1.0
774,205.0,613.0,613.0,1.0
775,208.0,208.0,208.0,0.0
776,113.0,209.0,311.0,1.0
777,206.0,206.0,206.0,0.0
778,112.0,209.0,209.0,0.0
779,113.0,113.0,114.0,0.0
780,204.0,204.0,204.0,0.0
781,114.0,114.0,211.0,1.0
782,305.0,704.0,704.0,1.0
783,114.0,114.0,114.0,0.0
784,208.0,208.0,208.0,1.0
785,202.0,202.0,202.0,0.0
786,114.0,210.0,313.0,0.0
787,204.0,305.0,305.0,0.0
788,314.0,704.0,804.0,1.0
789,114.0,114.0,211.0,1.0
790,205.0,205.0,305.0,0.0
791,114.0,214.0,314.0,0.0
792,112.0,112.0,112.0,0.0
793,204.0,310.0,310.0,0.0
794,112.0,212.0,212.0,1.0
795,202.0,202.0,402.0,1.0
796,310.0,310.0,710.0,-1.0
797,114.0,114.0,114.0,0.0
798,208.0,208.0,308.0,0.0
799,305.0,305.0,705.0,1.0
800,205.0,205.0,205.0,1.0
801,202.0,202.0,312.0,1.0
802,112.0,212.0,212.0,0.0
803,210.0,310.0,707.0,0.0
804,210.0,210.0,310.0,-1.0
805,114.0,214.0,214.0,0.0
806,114.0,114.0,114.0,-1.0
807,114.0,114.0,114.0,0.0
808,110.0,110.0,110.0,0.0
809,112.0,113.0,113.0,0.0
810,208.0,308.0,309.0,1.0
811,114.0,209.0,209.0,0.0
812,111.0,111.0,611.0,1.0
813,114.0,114.0,212.0,0.0
814,204.0,204.0,610.0,1.0
815,313.0,713.0,713.0,1.0
816,114.0,114.0,114.0,0.0
817,205.0,205.0,305.0,1.0
818,214.0,214.0,214.0,1.0
819,205.0,308.0,308.0,1.0
820,208.0,208.0,408.0,0.0
821,114.0,114.0,214.0,0.0
822,112.0,205.0,205.0,1.0
823,412.0,412.0,412.0,1.0
824,111.0,111.0,114.0,-1.0
825,113.0,113.0,208.0,1.0
826,113.0,113.0,113.0,-1.0
827,114.0,114.0,208.0,0.0
828,202.0,506.0,610.0,1.0
829,202.0,402.0,402.0,1.0
830,207.0,613.0,613.0,-1.0
831,211.0,211.0,411.0,1.0
832,112.0,112.0,204.0,1.0
833,114.0,114.0,614.0,1.0
834,114.0,114.0,114.0,0.0
835,208.0,208.0,208.0,0.0
836,112.0,207.0,207.0,-1.0
837,213.0,213.0,213.0,1.0
838,207.0,207.0,307.0,1.0
839,410.0,410.0,410.0,0.0
840,211.0,411.0,411.0,1.0
841,112.0,210.0,210.0,1.0
842,112.0,113.0,113.0,0.0
843,209.0,409.0,409.0,1.0
844,202.0,202.0,202.0,1.0
845,114.0,114.0,114.0,0.0
846,213.0,213.0,313.0,1.0
847,205.0,205.0,613.0,-1.0
848,206.0,306.0,306.0,1.0
849,114.0,114.0,206.0,0.0
850,214.0,214.0,214.0,1.0
851,202.0,202.0,202.0,0.0
852,311.0,311.0,311.0,1.0
853,113.0,204.0,311.0,0.0
854,113.0,209.0,209.0,-1.0
855,114.0,114.0,114.0,0.0
856,208.0,208.0,208.0,1.0
857,113.0,213.0,213.0,1.0
858,113.0,205.0,205.0,0.0
859,112.0,112.0,114.0,0.0
860,205.0,205.0,405.0,-1.0
861,202.0,402.0,402.0,-1.0
862,207.0,313.0,707.0,0.0
863,202.0,202.0,304.0,1.0
864,209.0,209.0,513.0,1.0
865,210.0,210.0,210.0,0.0
866,114.0,114.0,203.0,-1.0
867,213.0,213.0,213.0,1.0
868,211.0,311.0,711.0,1.0
869,114.0,114.0,212.0,1.0
870,204.0,204.0,610.0,-1.0
871,112.0,202.0,202.0,0.0
872,205.0,205.0,205.0,1.0
873,113.0,209.0,209.0,1.0
874,205.0,205.0,205.0,0.0
875,204.0,404.0,404.0,1.0
876,112.0,206.0,312.0,1.0
877,114.0,114.0,114.0,0.0
878,111.0,111.0,204.0,0.0
879,114.0,114.0,114.0,0.0
880,114.0,114.0,114.0,-1.0
881,214.0,314.0,314.0,1.0
882,208.0,308.0,308.0,0.0
883,205.0,205.0,205.0,0.0
884,112.0,112.0,206.0,0.0
885,209.0,510.0,510.0,1.0
886,114.0,114.0,213.0,-1.0
887,114.0,514.0,514.0,0.0
888,113.0,207.0,207.0,0.0
889,113.0,113.0,113.0,0.0
890,204.0,204.0,204.0,0.0
891,114.0,114.0,114.0,0.0
892,214.0,214.0,214.0,0.0
893,402.0,702.0,702.0,-1.0
894,206.0,310.0,310.0,0.0
895,114.0,114.0,207.0,1.0
896,410.0,710.0,710.0,1.0
897,402.0,402.0,402.0,1.0
898,208.0,208.0,208.0,1.0
899,207.0,207.0,407.0,0.0
900,114.0,114.0,206.0,0.0
901,212.0,212.0,212.0,0.0
902,209.0,209.0,209.0,0.0
903,111.0,113.0,113.0,0.0
904,212.0,212.0,212.0,1.0
905,205.0,305.0,305.0,1.0
906,112.0,112.0,113.0,-1.0
907,311.0,311.0,311.0,-1.0
908,203.0,203.0,303.0,1.0
909,111.0,111.0,111.0,0.0
910,112.0,212.0,512.0,0.0
911,714.0,714.0,714.0,1.0
912,207.0,310.0,310.0,1.0
913,204.0,306.0,306.0,0.0
914,206.0,206.0,314.0,0.0
915,113.0,113.0,113.0,0.0
916,210.0,210.0,310.0,1.0
917,114.0,114.0,210.0,0.0
918,113.0,205.0,205.0,1.0
919,114.0,114.0,211.0,0.0
920,203.0,203.0,203.0,0.0
921,205.0,205.0,313.0,0.0
922,113.0,114.0,204.0,0.0
923,113.0,613.0,613.0,1.0
924,109.0,114.0,509.0,1.0
925,111.0,204.0,204.0,0.0
926,213.0,313.0,313.0,-1.0
927,308.0,308.0,308.0,1.0
928,113.0,514.0,514.0,1.0
929,114.0,114.0,114.0,-1.0
930,112.0,112.0,112.0,0.0
931,213.0,213.0,313.0,1.0
932,414.0,814.0,814.0,1.0
933,112.0,207.0,207.0,-1.0
934,211.0,211.0,211.0,0.0
935,213.0,213.0,313.0,-1.0
936,212.0,312.0,312.0,-1.0
937,207.0,207.0,307.0,0.0
938,113.0,113.0,206.0,1.0
939,113.0,212.0,312.0,0.0
940,114.0,114.0,213.0,0.0
941,114.0,211.0,314.0,0.0
942,210.0,310.0,310.0,-1.0
943,111.0,111.0,114.0,0.0
944,110.0,110.0,207.0,1.0
945,114.0,211.0,211.0,0.0
946,314.0,314.0,714.0,1.0
947,111.0,111.0,114.0,-1.0
948,312.0,312.0,313.0,1.0
949,110.0,110.0,610.0,1.0
950,202.0,202.0,202.0,0.0
951,213.0,213.0,213.0,1.0
952,513.0,513.0,513.0,1.0
953,210.0,210.0,210.0,1.0
954,110.0,110.0,113.0,0.0
955,214.0,214.0,214.0,1.0
956,210.0,310.0,310.0,1.0
957,213.0,213.0,313.0,-1.0
958,109.0,113.0,209.0,1.0
959,205.0,205.0,205.0,-1.0
960,112.0,208.0,208.0,0.0
961,202.0,202.0,313.0,-1.0
962,205.0,205.0,205.0,1.0
963,207.0,207.0,207.0,0.0
964,407.0,407.0,407.0,1.0
965,207.0,207.0,207.0,0.0
966,809.0,809.0,809.0,1.0
967,202.0,310.0,310.0,0.0
968,208.0,208.0,208.0,1.0
969,113.0,113.0,113.0,0.0
970,109.0,509.0,509.0,0.0
971,410.0,410.0,410.0,0.0
972,203.0,203.0,203.0,0.0
973,112.0,112.0,113.0,0.0
974,204.0,204.0,204.0,0.0
975,209.0,309.0,309.0,1.0
976,113.0,210.0,210.0,-1.0
977,406.0,406.0,406.0,1.0
978,110.0,113.0,113.0,0.0
979,202.0,202.0,202.0,0.0
980,207.0,207.0,312.0,1.0
981,211.0,211.0,613.0,1.0
982,114.0,214.0,214.0,-1.0
983,113.0,113.0,203.0,0.0
984,114.0,114.0,114.0,0.0
985,114.0,114.0,214.0,1.0
986,114.0,114.0,203.0,-1.0
987,113.0,113.0,113.0,0.0
988,208.0,208.0,208.0,-1.0
989,205.0,205.0,205.0,-1.0
990,208.0,208.0,408.0,1.0
991,204.0,305.0,305.0,1.0
992,213.0,213.0,213.0,1.0
993,208.0,208.0,509.0,1.0
994,211.0,211.0,211.0,0.0
995,213.0,213.0,213.0,0.0
996,113.0,113.0,211.0,-1.0
997,209.0,209.0,509.0,-1.0
998,213.0,213.0,213.0,1.0
999,209.0,209.0,409.0,1.0
1000,214.0,214.0,214.0,0.0
1001,214.0,214.0,314.0,-1.0
1002,112.0,112.0,112.0,0.0
1003,514.0,514.0,514.0,1.0
1004,113.0,205.0,205.0,0.0
1005,114.0,205.0,205.0,0.0
1006,212.0,212.0,212.0,0.0
1007,111.0,111.0,508.0,1.0
1008,203.0,203.0,203.0,0.0
1009,206.0,206.0,206.0,0.0
1010,111.0,114.0,205.0,1.0
1011,110.0,114.0,114.0,0.0
1012,109.0,110.0,111.0,0.0
1013,614.0,614.0,614.0,1.0
1014,412.0,412.0,412.0,1.0
1015,114.0,214.0,214.0,-1.0
1016,306.0,306.0,308.0,-1.0
1017,411.0,411.0,411.0,1.0
1018,207.0,207.0,613.0,1.0
1019,207.0,207.0,314.0,1.0
1020,208.0,208.0,208.0,1.0
1021,202.0,202.0,306.0,1.0
1022,112.0,212.0,212.0,1.0
1023,205.0,314.0,314.0,1.0
1024,111.0,203.0,203.0,-1.0
1025,206.0,206.0,206.0,0.0
1026,213.0,313.0,313.0,1.0
1027,203.0,203.0,203.0,0.0
1028,207.0,307.0,307.0,0.0
1029,113.0,113.0,210.0,-1.0
1030,112.0,112.0,208.0,0.0
1031,205.0,205.0,205.0,0.0
1032,112.0,114.0,206.0,-1.0
1033,214.0,314.0,314.0,1.0
1034,311.0,311.0,311.0,0.0
1035,212.0,212.0,312.0,1.0
1036,114.0,209.0,209.0,-1.0
1037,211.0,312.0,312.0,-1.0
1038,213.0,213.0,213.0,1.0
1039,211.0,211.0,211.0,0.0
1040,111.0,211.0,311.0,-1.0
1041,114.0,114.0,211.0,0.0
1042,114.0,212.0,312.0,0.0
1043,508.0,508.0,508.0,1.0
1044,113.0,113.0,113.0,0.0
1045,114.0,114.0,114.0,0.0
1046,112.0,212.0,212.0,0.0
1047,110.0,110.0,112.0,0.0
1048,209.0,209.0,209.0,1.0
1049,111.0,111.0,114.0,-1.0
1050,112.0,112.0,112.0,0.0
1051,113.0,113.0,113.0,-1.0
1052,109.0,208.0,208.0,0.0
1053,205.0,205.0,205.0,1.0
1054,202.0,202.0,202.0,0.0
1055,210.0,210.0,210.0,-1.0
1056,203.0,203.0,314.0,1.0
1057,203.0,303.0,303.0,0.0
1058,209.0,209.0,209.0,1.0
1059,314.0,314.0,314.0,1.0
1060,214.0,214.0,214.0,1.0
1061,213.0,313.0,708.0,1.0
1062,113.0,113.0,113.0,0.0
1063,112.0,112.0,202.0,1.0
1064,114.0,205.0,205.0,0.0
1065,114.0,114.0,114.0,0.0
1066,202.0,309.0,309.0,1.0
1067,308.0,308.0,308.0,-1.0
1068,113.0,213.0,213.0,1.0
1069,210.0,210.0,612.0,1.0
1070,507.0,507.0,507.0,1.0
1071,212.0,212.0,314.0,1.0
1072,206.0,206.0,206.0,0.0
1073,112.0,212.0,312.0,-1.0
1074,311.0,311.0,311.0,0.0
1075,212.0,212.0,312.0,1.0
1076,204.0,204.0,313.0,0.0
1077,212.0,212.0,212.0,0.0
1078,111.0,204.0,204.0,1.0
1079,406.0,406.0,706.0,1.0
1080,112.0,112.0,112.0,0.0
1081,213.0,313.0,313.0,1.0
1082,112.0,112.0,112.0,0.0
1083,212.0,212.0,212.0,-1.0
1084,114.0,114.0,114.0,-1.0
1085,114.0,114.0,204.0,0.0
1086,110.0,114.0,114.0,0.0
1087,109.0,114.0,114.0,0.0
1088,113.0,114.0,202.0,1.0
1089,113.0,202.0,313.0,1.0
1090,203.0,304.0,304.0,1.0
1091,111.0,202.0,202.0,0.0
1092,210.0,210.0,310.0,0.0
1093,113.0,113.0,113.0,1.0
1094,112.0,112.0,210.0,0.0
1095,114.0,514.0,514.0,1.0
1096,212.0,412.0,412.0,1.0
1097,206.0,206.0,206.0,1.0
1098,114.0,211.0,211.0,1.0
1099,213.0,213.0,213.0,1.0
1100,113.0,113.0,113.0,0.0
1101,203.0,308.0,308.0,1.0
1102,114.0,114.0,213.0,0.0
1103,202.0,202.0,303.0,0.0
1104,112.0,205.0,405.0,0.0
1105,113.0,113.0,205.0,0.0
1106,214.0,214.0,214.0,1.0
1107,114.0,114.0,114.0,1.0
1108,311.0,311.0,311.0,1.0
1109,114.0,210.0,210.0,0.0
1110,202.0,202.0,202.0,0.0
1111,209.0,209.0,309.0,-1.0
1112,113.0,113.0,113.0,0.0
1113,407.0,407.0,407.0,-1.0
1114,113.0,113.0,113.0,0.0
1115,208.0,208.0,509.0,1.0
1116,214.0,214.0,314.0,1.0
1117,114.0,114.0,202.0,0.0
1118,202.0,202.0,202.0,0.0
1119,312.0,312.0,712.0,1.0
1120,113.0,209.0,313.0,-1.0
1121,109.0,109.0,206.0,1.0
1122,114.0,211.0,211.0,-1.0
1123,112.0,112.0,112.0,0.0
1124,207.0,613.0,613.0,1.0
1125,209.0,209.0,409.0,1.0
1126,410.0,410.0,410.0,1.0
1127,202.0,202.0,613.0,1.0
1128,114.0,114.0,114.0,0.0
1129,212.0,212.0,212.0,0.0
1130,113.0,113.0,113.0,0.0
1131,213.0,213.0,213.0,0.0
1132,111.0,112.0,112.0,0.0
1133,112.0,113.0,203.0,0.0
1134,202.0,202.0,402.0,1.0
1135,204.0,204.0,204.0,0.0
1136,212.0,312.0,712.0,1.0
1137,213.0,213.0,213.0,0.0
1138,214.0,214.0,214.0,0.0
1139,205.0,205.0,205.0,-1.0
1140,110.0,110.0,112.0,0.0
1141,111.0,205.0,205.0,-1.0
1142,108.0,205.0,205.0,-1.0
1143,209.0,209.0,209.0,0.0
1144,214.0,214.0,214.0,1.0
1145,207.0,207.0,207.0,-1.0
1146,112.0,114.0,114.0,-1.0
1147,113.0,205.0,205.0,0.0
1148,312.0,312.0,613.0,1.0
1149,209.0,209.0,209.0,1.0
1150,112.0,112.0,207.0,0.0
1151,113.0,113.0,113.0,0.0
1152,114.0,114.0,214.0,0.0
1153,113.0,205.0,205.0,0.0
1154,209.0,311.0,311.0,0.0
1155,113.0,210.0,210.0,1.0
1156,207.0,207.0,511.0,0.0
1157,107.0,108.0,206.0,0.0
1158,113.0,113.0,213.0,0.0
1159,308.0,308.0,308.0,1.0
1160,114.0,614.0,614.0,-1.0
1161,111.0,512.0,512.0,1.0
1162,112.0,112.0,202.0,1.0
1163,211.0,211.0,211.0,1.0
1164,112.0,113.0,210.0,0.0
1165,202.0,202.0,202.0,0.0
1166,311.0,311.0,311.0,0.0
1167,313.0,313.0,313.0,1.0
1168,112.0,112.0,208.0,0.0
1169,214.0,214.0,214.0,0.0
1170,213.0,213.0,313.0,0.0
1171,111.0,202.0,202.0,0.0
1172,204.0,313.0,313.0,1.0
1173,310.0,710.0,710.0,1.0
1174,114.0,114.0,114.0,0.0
1175,211.0,211.0,211.0,0.0
1176,113.0,113.0,113.0,0.0
1177,214.0,214.0,314.0,1.0
1178,113.0,114.0,114.0,0.0
1179,403.0,403.0,403.0,1.0
1180,206.0,206.0,313.0,0.0
1181,110.0,203.0,203.0,0.0
1182,206.0,206.0,206.0,0.0
1183,207.0,207.0,307.0,0.0
1184,211.0,211.0,211.0,0.0
1185,112.0,210.0,210.0,-1.0
1186,207.0,307.0,307.0,-1.0
1187,114.0,114.0,207.0,-1.0
1188,113.0,113.0,211.0,-1.0
1189,114.0,114.0,114.0,0.0
1190,211.0,211.0,211.0,1.0
1191,114.0,211.0,211.0,1.0
1192,112.0,112.0,612.0,1.0
1193,113.0,113.0,211.0,1.0
1194,612.0,612.0,612.0,1.0
1195,204.0,204.0,306.0,-1.0
1196,113.0,209.0,209.0,-1.0
1197,113.0,113.0,113.0,0.0
1198,211.0,211.0,311.0,0.0
1199,114.0,214.0,214.0,-1.0
1200,114.0,614.0,614.0,1.0
1201,311.0,311.0,311.0,1.0
1202,202.0,308.0,608.0,0.0
1203,213.0,213.0,313.0,0.0
1204,113.0,206.0,206.0,1.0
1205,113.0,113.0,114.0,0.0
1206,410.0,410.0,410.0,1.0
1207,513.0,513.0,514.0,1.0
1208,113.0,203.0,403.0,1.0
1209,114.0,114.0,114.0,0.0
1210,205.0,205.0,205.0,1.0
1211,203.0,203.0,203.0,1.0
1212,113.0,114.0,114.0,0.0
1213,313.0,313.0,713.0,1.0
1214,203.0,203.0,203.0,0.0
1215,214.0,214.0,214.0,1.0
1216,113.0,113.0,113.0,0.0
1217,114.0,114.0,114.0,1.0
1218,112.0,207.0,207.0,0.0
1219,207.0,207.0,207.0,1.0
1220,209.0,209.0,511.0,-1.0
1221,207.0,207.0,207.0,0.0
1222,112.0,509.0,509.0,0.0
1223,112.0,210.0,210.0,0.0
1224,113.0,113.0,209.0,0.0
1225,214.0,214.0,314.0,1.0
1226,113.0,113.0,207.0,0.0
1227,110.0,612.0,612.0,1.0
1228,114.0,114.0,114.0,0.0
1229,110.0,114.0,114.0,0.0
1230,202.0,202.0,311.0,1.0
1231,113.0,113.0,208.0,0.0
1232,114.0,209.0,409.0,1.0
1233,114.0,114.0,212.0,-1.0
1234,112.0,112.0,113.0,0.0
1235,113.0,113.0,113.0,0.0
1236,206.0,314.0,614.0,1.0
1237,213.0,313.0,706.0,1.0
1238,114.0,114.0,210.0,0.0
1239,303.0,303.0,303.0,-1.0
1240,114.0,204.0,204.0,0.0
1241,202.0,202.0,202.0,0.0
1242,202.0,305.0,702.0,1.0
1243,210.0,210.0,310.0,1.0
1244,208.0,208.0,512.0,1.0
1245,114.0,213.0,213.0,1.0
1246,110.0,114.0,203.0,-1.0
1247,112.0,212.0,212.0,0.0
1248,202.0,303.0,303.0,1.0
1249,202.0,202.0,202.0,0.0
1250,204.0,204.0,312.0,-1.0
1251,112.0,112.0,114.0,-1.0
1252,114.0,205.0,205.0,-1.0
1253,308.0,308.0,308.0,1.0
1254,209.0,209.0,612.0,1.0
1255,114.0,114.0,114.0,0.0
1256,211.0,311.0,311.0,1.0
1257,113.0,113.0,113.0,0.0
1258,203.0,203.0,305.0,1.0
1259,209.0,209.0,209.0,0.0
1260,214.0,214.0,314.0,-1.0
1261,702.0,707.0,707.0,1.0
1262,213.0,213.0,213.0,-1.0
1263,208.0,208.0,408.0,0.0
1264,213.0,213.0,213.0,0.0
1265,204.0,204.0,204.0,0.0
1266,112.0,203.0,311.0,-1.0
1267,111.0,203.0,613.0,1.0
1268,203.0,309.0,309.0,-1.0
1269,114.0,114.0,114.0,0.0
1270,202.0,202.0,314.0,1.0
1271,209.0,309.0,309.0,1.0
1272,207.0,207.0,307.0,0.0
1273,107.0,113.0,507.0,1.0
1274,211.0,211.0,211.0,-1.0
1275,206.0,206.0,206.0,0.0
1276,207.0,207.0,307.0,0.0
1277,114.0,114.0,210.0,1.0
1278,204.0,204.0,307.0,0.0
1279,206.0,206.0,206.0,1.0
1280,113.0,113.0,113.0,0.0
1281,114.0,114.0,114.0,1.0
1282,111.0,114.0,114.0,0.0
1283,408.0,408.0,408.0,1.0
1284,109.0,209.0,209.0,-1.0
1285,305.0,305.0,703.0,1.0
1286,214.0,214.0,314.0,0.0
1287,312.0,312.0,312.0,1.0
1288,112.0,203.0,203.0,-1.0
1289,208.0,208.0,208.0,0.0
1290,309.0,309.0,309.0,1.0
1291,211.0,211.0,311.0,0.0
1292,113.0,113.0,113.0,0.0
1293,110.0,112.0,114.0,-1.0
1294,208.0,313.0,313.0,1.0
1295,311.0,311.0,311.0,1.0
1296,114.0,114.0,114.0,-1.0
1297,208.0,208.0,308.0,1.0
1298,214.0,214.0,214.0,0.0
1299,114.0,114.0,214.0,0.0
1300,212.0,212.0,212.0,1.0
1301,112.0,112.0,206.0,0.0
1302,202.0,202.0,202.0,-1.0
1303,414.0,714.0,714.0,1.0
1304,202.0,202.0,202.0,0.0
1305,214.0,214.0,214.0,1.0
1306,211.0,211.0,311.0,0.0
1307,202.0,202.0,309.0,0.0
1308,114.0,208.0,309.0,1.0
1309,314.0,314.0,314.0,1.0
1310,112.0,205.0,205.0,1.0
1311,208.0,208.0,308.0,0.0
1312,208.0,308.0,705.0,1.0
1313,114.0,114.0,203.0,0.0
1314,204.0,313.0,313.0,0.0
1315,112.0,114.0,114.0,0.0
1316,112.0,112.0,510.0,1.0
1317,611.0,611.0,611.0,-1.0
1318,207.0,207.0,308.0,-1.0
1319,408.0,408.0,408.0,1.0
1320,109.0,112.0,608.0,1.0
1321,313.0,313.0,313.0,1.0
1322,114.0,114.0,114.0,0.0
1323,214.0,214.0,214.0,1.0
1324,202.0,304.0,304.0,0.0
1325,204.0,204.0,304.0,1.0
1326,206.0,206.0,206.0,0.0
1327,209.0,209.0,209.0,0.0
1328,205.0,205.0,205.0,0.0
1329,113.0,213.0,513.0,1.0
1330,114.0,211.0,311.0,-1.0
1331,306.0,306.0,306.0,1.0
1332,209.0,209.0,209.0,0.0
1333,114.0,209.0,309.0,1.0
1334,110.0,111.0,203.0,0.0
1335,312.0,312.0,312.0,1.0
1336,308.0,308.0,308.0,1.0
1337,114.0,114.0,206.0,0.0
1338,114.0,205.0,305.0,0.0
1339,409.0,409.0,409.0,1.0
1340,110.0,110.0,113.0,0.0
1341,109.0,509.0,509.0,1.0
1342,508.0,508.0,508.0,1.0
1343,114.0,214.0,214.0,1.0
1344,114.0,514.0,514.0,1.0
