,Pick1,Pick2,Pick3,Result
1345,213.0,413.0,413.0,1.0
1346,211.0,211.0,211.0,0.0
1347,211.0,411.0,411.0,1.0
1348,405.0,705.0,705.0,1.0
1349,114.0,214.0,214.0,0.0
1350,214.0,214.0,214.0,1.0
1351,214.0,314.0,314.0,0.0
1352,113.0,213.0,213.0,1.0
1353,211.0,311.0,711.0,-1.0
1354,313.0,313.0,313.0,1.0
1355,203.0,203.0,203.0,0.0
1356,112.0,112.0,210.0,1.0
1357,114.0,204.0,204.0,-1.0
1358,205.0,306.0,306.0,0.0
1359,114.0,114.0,203.0,0.0
1360,113.0,114.0,114.0,0.0
1361,405.0,405.0,405.0,1.0
1362,209.0,209.0,209.0,1.0
1363,204.0,404.0,404.0,1.0
1364,112.0,112.0,112.0,0.0
1365,112.0,112.0,202.0,0.0
1366,209.0,209.0,409.0,1.0
1367,202.0,202.0,312.0,1.0
1368,114.0,114.0,114.0,0.0
1369,209.0,409.0,409.0,1.0
1370,111.0,114.0,211.0,-1.0
1371,112.0,202.0,202.0,0.0
1372,209.0,209.0,309.0,0.0
1373,202.0,202.0,202.0,0.0
1374,113.0,113.0,114.0,-1.0
1375,114.0,114.0,114.0,1.0
1376,113.0,113.0,203.0,0.0
1377,114.0,114.0,205.0,-1.0
1378,111.0,111.0,202.0,-1.0
1379,211.0,211.0,411.0,1.0
1380,208.0,208.0,208.0,1.0
1381,114.0,114.0,114.0,0.0
1382,111.0,205.0,205.0,0.0
1383,113.0,205.0,205.0,0.0
1384,108.0,111.0,611.0,1.0
1385,212.0,212.0,313.0,-1.0
1386,207.0,207.0,207.0,1.0
1387,212.0,212.0,312.0,1.0
1388,114.0,114.0,214.0,-1.0
1389,113.0,113.0,113.0,-1.0
1390,114.0,114.0,614.0,1.0
1391,213.0,213.0,213.0,1.0
1392,513.0,513.0,514.0,-1.0
1393,206.0,206.0,406.0,1.0
1394,206.0,206.0,206.0,1.0
1395,114.0,114.0,114.0,0.0
1396,211.0,211.0,211.0,1.0
1397,203.0,203.0,203.0,0.0
1398,412.0,412.0,712.0,1.0
1399,210.0,210.0,210.0,0.0
1400,114.0,114.0,114.0,1.0
1401,111.0,204.0,204.0,0.0
1402,213.0,213.0,213.0,1.0
1403,112.0,112.0,212.0,-1.0
1404,204.0,204.0,204.0,0.0
1405,203.0,203.0,203.0,1.0
1406,208.0,313.0,313.0,1.0
1407,709.0,709.0,709.0,1.0
1408,111.0,612.0,612.0,1.0
1409,114.0,114.0,508.0,1.0
1410,213.0,213.0,213.0,1.0
1411,114.0,114.0,204.0,1.0
1412,409.0,409.0,409.0,1.0
1413,113.0,114.0,114.0,0.0
1414,203.0,203.0,403.0,1.0
1415,408.0,408.0,708.0,0.0
1416,202.0,202.0,202.0,0.0
1417,113.0,113.0,113.0,-1.0
1418,204.0,204.0,308.0,0.0
1419,113.0,210.0,210.0,1.0
1420,114.0,114.0,202.0,0.0
1421,114.0,208.0,408.0,1.0
1422,114.0,114.0,114.0,0.0
1423,108.0,108.0,111.0,0.0
1424,308.0,308.0,313.0,1.0
1425,114.0,214.0,314.0,0.0
1426,110.0,110.0,114.0,0.0
1427,313.0,313.0,313.0,1.0
1428,110.0,204.0,307.0,1.0
1429,114.0,208.0,308.0,1.0
1430,209.0,309.0,309.0,0.0
1431,114.0,207.0,307.0,0.0
1432,114.0,204.0,204.0,0.0
1433,311.0,311.0,311.0,1.0
1434,112.0,205.0,205.0,0.0
1435,312.0,312.0,312.0,0.0
1436,112.0,112.0,112.0,0.0
1437,114.0,114.0,202.0,1.0
1438,114.0,213.0,413.0,1.0
1439,212.0,212.0,314.0,1.0
1440,113.0,113.0,113.0,0.0
1441,305.0,705.0,705.0,1.0
1442,111.0,211.0,211.0,0.0
1443,114.0,114.0,114.0,0.0
1444,112.0,205.0,205.0,-1.0
1445,204.0,204.0,304.0,1.0
1446,113.0,113.0,612.0,1.0
1447,109.0,109.0,203.0,1.0
1448,112.0,112.0,207.0,0.0
1449,114.0,114.0,114.0,0.0
1450,113.0,210.0,210.0,1.0
1451,112.0,212.0,412.0,1.0
1452,209.0,209.0,309.0,1.0
1453,111.0,211.0,211.0,0.0
1454,205.0,307.0,705.0,1.0
1455,108.0,112.0,112.0,0.0
1456,210.0,210.0,310.0,1.0
1457,112.0,113.0,113.0,0.0
1458,209.0,209.0,513.0,0.0
1459,207.0,313.0,707.0,0.0
1460,114.0,114.0,114.0,0.0
1461,211.0,211.0,211.0,0.0
1462,210.0,210.0,210.0,-1.0
1463,112.0,212.0,212.0,1.0
1464,202.0,202.0,311.0,1.0
1465,203.0,203.0,613.0,1.0
1466,214.0,214.0,214.0,1.0
1467,213.0,213.0,213.0,1.0
1468,112.0,207.0,207.0,1.0
1469,212.0,212.0,212.0,0.0
1470,212.0,212.0,212.0,0.0
1471,113.0,113.0,113.0,0.0
1472,111.0,114.0,209.0,0.0
1473,113.0,113.0,513.0,0.0
1474,212.0,212.0,212.0,0.0
1475,202.0,202.0,202.0,0.0
1476,208.0,408.0,708.0,1.0
1477,113.0,202.0,202.0,0.0
1478,307.0,307.0,307.0,1.0
1479,114.0,114.0,114.0,0.0
1480,113.0,203.0,203.0,0.0
1481,204.0,204.0,404.0,1.0
1482,114.0,114.0,114.0,0.0
1483,206.0,206.0,310.0,1.0
1484,214.0,214.0,414.0,-1.0
1485,111.0,112.0,512.0,1.0
1486,113.0,113.0,207.0,0.0
1487,112.0,112.0,112.0,0.0
1488,205.0,305.0,305.0,0.0
1489,113.0,113.0,205.0,-1.0
1490,206.0,206.0,206.0,0.0
1491,114.0,114.0,114.0,0.0
1492,207.0,207.0,207.0,1.0
1493,112.0,112.0,205.0,0.0
1494,202.0,304.0,304.0,1.0
1495,112.0,112.0,512.0,1.0
1496,111.0,111.0,111.0,0.0
1497,114.0,114.0,214.0,0.0
1498,112.0,203.0,203.0,0.0
1499,406.0,406.0,406.0,1.0
1500,114.0,214.0,314.0,1.0
1501,114.0,208.0,610.0,1.0
1502,202.0,307.0,707.0,1.0
1503,114.0,212.0,212.0,0.0
1504,203.0,203.0,307.0,1.0
1505,113.0,209.0,209.0,0.0
1506,114.0,202.0,402.0,0.0
1507,202.0,202.0,202.0,0.0
1508,114.0,214.0,214.0,0.0
1509,113.0,209.0,309.0,1.0
1510,112.0,112.0,212.0,1.0
1511,214.0,214.0,214.0,1.0
1512,114.0,114.0,114.0,0.0
1513,114.0,114.0,612.0,1.0
1514,203.0,203.0,203.0,1.0
1515,203.0,203.0,203.0,0.0
1516,311.0,311.0,311.0,1.0
1517,203.0,203.0,307.0,-1.0
1518,205.0,205.0,205.0,0.0
1519,204.0,204.0,404.0,1.0
1520,113.0,213.0,313.0,1.0
1521,211.0,211.0,211.0,0.0
1522,206.0,206.0,313.0,-1.0
1523,207.0,207.0,207.0,0.0
1524,209.0,209.0,209.0,-1.0
1525,114.0,114.0,614.0,1.0
1526,210.0,310.0,310.0,1.0
1527,109.0,109.0,109.0,0.0
1528,112.0,112.0,204.0,-1.0
1529,306.0,306.0,306.0,0.0
1530,113.0,113.0,113.0,-1.0
1531,112.0,112.0,205.0,0.0
1532,310.0,310.0,310.0,0.0
1533,211.0,211.0,411.0,-1.0
1534,203.0,304.0,703.0,1.0
1535,111.0,111.0,202.0,-1.0
1536,111.0,211.0,311.0,1.0
1537,113.0,113.0,113.0,0.0
1538,114.0,114.0,208.0,0.0
1539,209.0,314.0,314.0,0.0
1540,111.0,111.0,113.0,0.0
1541,113.0,202.0,202.0,0.0
1542,206.0,206.0,406.0,1.0
1543,114.0,114.0,204.0,0.0
1544,113.0,113.0,210.0,0.0
1545,202.0,312.0,312.0,1.0
1546,203.0,203.0,203.0,1.0
1547,113.0,213.0,313.0,1.0
1548,114.0,114.0,205.0,-1.0
1549,413.0,413.0,413.0,1.0
1550,413.0,413.0,413.0,1.0
1551,312.0,709.0,709.0,1.0
1552,114.0,114.0,204.0,0.0
1553,113.0,114.0,114.0,0.0
1554,212.0,212.0,312.0,1.0
1555,113.0,209.0,310.0,-1.0
1556,204.0,311.0,311.0,-1.0
1557,112.0,112.0,212.0,1.0
1558,209.0,209.0,209.0,1.0
1559,114.0,114.0,214.0,0.0
1560,113.0,210.0,210.0,0.0
1561,205.0,205.0,205.0,0.0
1562,113.0,202.0,202.0,0.0
1563,112.0,212.0,212.0,-1.0
1564,208.0,208.0,208.0,-1.0
1565,114.0,114.0,114.0,0.0
1566,211.0,211.0,311.0,1.0
1567,211.0,211.0,511.0,1.0
1568,114.0,114.0,114.0,0.0
1569,204.0,204.0,204.0,1.0
1570,112.0,212.0,212.0,1.0
1571,611.0,611.0,611.0,1.0
1572,207.0,207.0,207.0,0.0
1573,113.0,207.0,307.0,1.0
1574,206.0,206.0,612.0,1.0
1575,205.0,205.0,205.0,0.0
1576,112.0,114.0,209.0,-1.0
1577,113.0,114.0,114.0,0.0
1578,203.0,304.0,703.0,1.0
1579,113.0,114.0,203.0,-1.0
1580,308.0,308.0,308.0,0.0
1581,112.0,513.0,513.0,1.0
1582,202.0,202.0,304.0,0.0
1583,114.0,114.0,204.0,0.0
1584,113.0,113.0,113.0,-1.0
1585,113.0,113.0,205.0,1.0
1586,212.0,312.0,712.0,1.0
1587,113.0,113.0,113.0,0.0
1588,202.0,202.0,313.0,0.0
1589,205.0,310.0,310.0,0.0
1590,313.0,313.0,313.0,0.0
1591,404.0,404.0,404.0,-1.0
1592,113.0,113.0,114.0,0.0
1593,114.0,114.0,203.0,0.0
1594,111.0,112.0,112.0,0.0
1595,113.0,113.0,113.0,0.0
1596,311.0,311.0,311.0,-1.0
1597,112.0,209.0,209.0,0.0
1598,207.0,207.0,614.0,-1.0
1599,113.0,203.0,203.0,0.0
1600,114.0,114.0,114.0,0.0
1601,210.0,410.0,410.0,0.0
1602,112.0,112.0,513.0,1.0
1603,112.0,112.0,207.0,0.0
1604,114.0,203.0,314.0,1.0
1605,204.0,204.0,204.0,0.0
1606,213.0,313.0,313.0,1.0
1607,202.0,307.0,307.0,1.0
1608,112.0,212.0,212.0,0.0
1609,213.0,213.0,213.0,1.0
1610,114.0,114.0,114.0,-1.0
1611,112.0,205.0,205.0,1.0
1612,209.0,309.0,309.0,0.0
1613,113.0,205.0,205.0,0.0
1614,207.0,207.0,207.0,0.0
1615,114.0,114.0,214.0,1.0
1616,110.0,210.0,310.0,-1.0
1617,111.0,113.0,611.0,1.0
1618,202.0,202.0,506.0,1.0
1619,110.0,206.0,510.0,1.0
1620,414.0,414.0,414.0,1.0
1621,109.0,202.0,202.0,0.0
1622,209.0,309.0,309.0,1.0
1623,412.0,712.0,712.0,1.0
1624,111.0,210.0,310.0,1.0
1625,305.0,305.0,305.0,1.0
1626,204.0,204.0,204.0,1.0
1627,412.0,412.0,412.0,-1.0
1628,209.0,209.0,209.0,0.0
1629,214.0,214.0,314.0,1.0
1630,114.0,114.0,114.0,0.0
1631,210.0,210.0,210.0,-1.0
1632,113.0,113.0,114.0,0.0
1633,114.0,114.0,114.0,0.0
1634,114.0,202.0,202.0,1.0
1635,206.0,206.0,206.0,0.0
1636,114.0,214.0,314.0,0.0
1637,113.0,113.0,113.0,0.0
1638,113.0,113.0,206.0,0.0
1639,205.0,205.0,305.0,0.0
1640,114.0,114.0,208.0,0.0
1641,114.0,211.0,211.0,0.0
1642,114.0,114.0,204.0,-1.0
1643,207.0,207.0,310.0,1.0
1644,212.0,212.0,212.0,1.0
1645,110.0,110.0,110.0,0.0
1646,113.0,208.0,312.0,1.0
1647,314.0,314.0,314.0,1.0
1648,112.0,202.0,202.0,-1.0
1649,211.0,211.0,211.0,-1.0
1650,209.0,209.0,209.0,1.0
1651,111.0,204.0,204.0,0.0
1652,206.0,206.0,206.0,1.0
1653,209.0,209.0,209.0,-1.0
1654,114.0,208.0,208.0,0.0
1655,205.0,205.0,305.0,1.0
1656,209.0,209.0,209.0,0.0
1657,205.0,205.0,311.0,1.0
1658,113.0,207.0,207.0,-1.0
1659,210.0,210.0,312.0,1.0
1660,113.0,113.0,113.0,0.0
1661,112.0,204.0,204.0,-1.0
1662,213.0,213.0,213.0,1.0
1663,213.0,213.0,213.0,0.0
1664,113.0,208.0,208.0,0.0
1665,111.0,209.0,209.0,1.0
1666,214.0,414.0,414.0,-1.0
1667,114.0,206.0,206.0,0.0
1668,113.0,113.0,113.0,0.0
1669,214.0,414.0,414.0,1.0
1670,112.0,206.0,206.0,-1.0
1671,113.0,113.0,203.0,0.0
1672,114.0,214.0,614.0,1.0
1673,113.0,213.0,213.0,0.0
1674,207.0,509.0,509.0,1.0
1675,206.0,206.0,314.0,0.0
1676,211.0,211.0,211.0,1.0
1677,113.0,113.0,202.0,-1.0
1678,114.0,114.0,114.0,0.0
1679,110.0,204.0,306.0,1.0
1680,210.0,310.0,310.0,-1.0
1681,112.0,112.0,202.0,1.0
1682,114.0,114.0,210.0,0.0
1683,205.0,308.0,308.0,0.0
1684,113.0,113.0,113.0,0.0
1685,114.0,214.0,214.0,1.0
1686,204.0,204.0,204.0,0.0
1687,114.0,114.0,114.0,0.0
1688,112.0,112.0,112.0,0.0
1689,114.0,114.0,205.0,-1.0
1690,113.0,113.0,113.0,0.0
1691,203.0,203.0,203.0,0.0
1692,113.0,113.0,212.0,0.0
1693,313.0,313.0,313.0,1.0
1694,203.0,403.0,403.0,-1.0
1695,113.0,113.0,213.0,1.0
1696,203.0,203.0,203.0,0.0
1697,113.0,113.0,508.0,-1.0
1698,207.0,407.0,707.0,-1.0
1699,110.0,208.0,208.0,0.0
1700,114.0,114.0,114.0,0.0
1701,113.0,206.0,406.0,1.0
1702,114.0,114.0,114.0,0.0
1703,211.0,311.0,311.0,0.0
1704,114.0,114.0,213.0,0.0
1705,114.0,114.0,114.0,1.0
1706,114.0,114.0,114.0,-1.0
1707,211.0,311.0,311.0,1.0
1708,314.0,314.0,714.0,1.0
1709,206.0,206.0,306.0,0.0
1710,112.0,211.0,211.0,-1.0
1711,212.0,212.0,212.0,1.0
1712,214.0,214.0,214.0,0.0
1713,310.0,705.0,705.0,1.0
1714,205.0,405.0,705.0,1.0
1715,113.0,113.0,113.0,0.0
1716,414.0,414.0,414.0,1.0
1717,210.0,210.0,210.0,1.0
1718,212.0,212.0,312.0,1.0
1719,311.0,311.0,311.0,1.0
1720,113.0,204.0,204.0,0.0
1721,207.0,207.0,310.0,-1.0
1722,114.0,206.0,206.0,-1.0
1723,113.0,113.0,213.0,1.0
1724,203.0,203.0,403.0,1.0
1725,113.0,113.0,204.0,0.0
1726,212.0,212.0,312.0,1.0
1727,314.0,314.0,314.0,-1.0
1728,207.0,309.0,309.0,1.0
1729,214.0,214.0,314.0,1.0
1730,203.0,203.0,203.0,-1.0
1731,204.0,309.0,704.0,1.0
1732,206.0,206.0,206.0,0.0
1733,114.0,114.0,203.0,1.0
1734,110.0,110.0,113.0,0.0
1735,204.0,310.0,310.0,1.0
1736,207.0,307.0,307.0,0.0
1737,203.0,203.0,403.0,0.0
1738,313.0,313.0,313.0,1.0
1739,209.0,209.0,309.0,-1.0
1740,113.0,613.0,613.0,1.0
1741,207.0,207.0,207.0,-1.0
1742,214.0,214.0,214.0,1.0
1743,205.0,205.0,205.0,1.0
1744,205.0,205.0,205.0,0.0
1745,113.0,114.0,211.0,-1.0
1746,114.0,211.0,312.0,1.0
1747,112.0,112.0,112.0,-1.0
1748,311.0,311.0,311.0,1.0
1749,202.0,202.0,309.0,1.0
1750,212.0,212.0,312.0,1.0
1751,113.0,113.0,113.0,0.0
1752,209.0,209.0,409.0,1.0
1753,113.0,113.0,113.0,0.0
1754,206.0,307.0,307.0,0.0
1755,111.0,202.0,202.0,-1.0
1756,203.0,403.0,403.0,1.0
1757,206.0,206.0,206.0,0.0
1758,206.0,206.0,206.0,0.0
1759,114.0,114.0,204.0,-1.0
1760,112.0,211.0,211.0,1.0
1761,202.0,307.0,307.0,0.0
1762,205.0,205.0,205.0,1.0
1763,212.0,312.0,612.0,-1.0
1764,207.0,407.0,707.0,1.0
1765,113.0,210.0,310.0,0.0
1766,113.0,113.0,113.0,0.0
1767,203.0,403.0,403.0,-1.0
1768,111.0,206.0,206.0,-1.0
1769,114.0,114.0,214.0,0.0
1770,114.0,114.0,114.0,1.0
1771,113.0,113.0,114.0,-1.0
1772,210.0,210.0,210.0,0.0
1773,205.0,205.0,305.0,0.0
1774,113.0,207.0,207.0,-1.0
1775,112.0,209.0,209.0,1.0
1776,113.0,205.0,305.0,1.0
1777,114.0,114.0,114.0,0.0
1778,213.0,313.0,313.0,1.0
1779,114.0,114.0,114.0,0.0
1780,209.0,209.0,309.0,1.0
1781,209.0,209.0,209.0,0.0
1782,214.0,214.0,314.0,-1.0
1783,114.0,214.0,214.0,0.0
1784,112.0,202.0,202.0,0.0
1785,212.0,212.0,212.0,1.0
1786,213.0,313.0,710.0,1.0
1787,114.0,114.0,202.0,0.0
1788,112.0,208.0,208.0,1.0
1789,110.0,205.0,307.0,1.0
1790,114.0,114.0,209.0,-1.0
1791,110.0,203.0,309.0,1.0
1792,114.0,114.0,114.0,1.0
1793,111.0,113.0,114.0,0.0
1794,112.0,113.0,113.0,0.0
1795,402.0,402.0,402.0,1.0
1796,211.0,311.0,311.0,1.0
1797,113.0,113.0,113.0,-1.0
1798,311.0,311.0,611.0,1.0
1799,213.0,213.0,313.0,1.0
1800,109.0,209.0,209.0,0.0
1801,204.0,309.0,611.0,1.0
1802,213.0,213.0,213.0,-1.0
1803,413.0,413.0,813.0,1.0
1804,111.0,211.0,614.0,1.0
1805,210.0,210.0,210.0,-1.0
1806,113.0,207.0,207.0,0.0
1807,113.0,113.0,113.0,-1.0
1808,210.0,210.0,210.0,0.0
1809,208.0,308.0,308.0,0.0
1810,211.0,411.0,411.0,1.0
1811,113.0,113.0,114.0,0.0
1812,204.0,204.0,204.0,1.0
1813,114.0,114.0,114.0,0.0
1814,208.0,208.0,208.0,0.0
1815,114.0,114.0,207.0,0.0
1816,112.0,112.0,206.0,0.0
1817,114.0,114.0,114.0,0.0
1818,210.0,210.0,210.0,0.0
1819,112.0,210.0,210.0,-1.0
1820,111.0,112.0,113.0,0.0
1821,210.0,210.0,310.0,1.0
1822,209.0,312.0,312.0,1.0
1823,203.0,403.0,403.0,1.0
1824,207.0,207.0,207.0,1.0
1825,114.0,205.0,205.0,-1.0
1826,109.0,203.0,509.0,1.0
1827,112.0,112.0,112.0,0.0
1828,114.0,114.0,614.0,1.0
1829,114.0,114.0,614.0,1.0
1830,207.0,207.0,207.0,1.0
1831,203.0,305.0,703.0,1.0
1832,114.0,213.0,213.0,1.0
1833,212.0,212.0,212.0,0.0
1834,205.0,205.0,205.0,0.0
1835,203.0,203.0,203.0,-1.0
1836,210.0,210.0,210.0,0.0
1837,211.0,211.0,311.0,1.0
1838,206.0,309.0,706.0,1.0
1839,202.0,202.0,305.0,-1.0
1840,205.0,205.0,311.0,0.0
1841,113.0,113.0,203.0,-1.0
1842,204.0,204.0,314.0,-1.0
1843,114.0,214.0,314.0,1.0
1844,110.0,113.0,113.0,0.0
1845,313.0,703.0,703.0,1.0
1846,411.0,411.0,811.0,1.0
1847,112.0,207.0,309.0,-1.0
1848,213.0,213.0,213.0,0.0
1849,112.0,112.0,204.0,0.0
1850,202.0,202.0,307.0,0.0
1851,203.0,403.0,403.0,0.0
1852,206.0,206.0,206.0,0.0
1853,114.0,210.0,210.0,-1.0
1854,113.0,113.0,204.0,-1.0
1855,112.0,112.0,112.0,0.0
1856,409.0,409.0,409.0,1.0
1857,112.0,113.0,113.0,0.0
1858,110.0,508.0,508.0,1.0
1859,205.0,205.0,205.0,-1.0
1860,112.0,112.0,112.0,0.0
1861,108.0,206.0,608.0,-1.0
1862,112.0,512.0,512.0,1.0
1863,114.0,114.0,207.0,1.0
1864,113.0,202.0,202.0,0.0
1865,202.0,305.0,705.0,1.0
1866,206.0,206.0,510.0,1.0
1867,214.0,314.0,707.0,1.0
1868,112.0,212.0,312.0,-1.0
1869,312.0,707.0,707.0,1.0
1870,212.0,212.0,312.0,1.0
1871,206.0,206.0,206.0,1.0
1872,113.0,113.0,113.0,0.0
1873,206.0,206.0,206.0,0.0
1874,112.0,212.0,212.0,0.0
1875,209.0,209.0,209.0,0.0
1876,114.0,114.0,204.0,0.0
1877,211.0,211.0,211.0,0.0
1878,206.0,313.0,313.0,-1.0
1879,204.0,204.0,314.0,1.0
1880,113.0,113.0,113.0,0.0
1881,203.0,203.0,203.0,0.0
1882,214.0,214.0,214.0,1.0
1883,112.0,210.0,310.0,1.0
1884,212.0,212.0,312.0,-1.0
1885,112.0,112.0,204.0,0.0
1886,204.0,204.0,204.0,-1.0
1887,207.0,207.0,207.0,1.0
1888,205.0,205.0,205.0,1.0
1889,113.0,113.0,210.0,0.0
1890,211.0,311.0,311.0,1.0
1891,210.0,210.0,210.0,1.0
1892,112.0,506.0,506.0,-1.0
1893,206.0,206.0,206.0,0.0
1894,211.0,311.0,711.0,1.0
1895,206.0,206.0,206.0,1.0
1896,211.0,211.0,211.0,-1.0
1897,110.0,114.0,114.0,-1.0
1898,113.0,113.0,206.0,0.0
1899,114.0,114.0,614.0,1.0
1900,114.0,114.0,114.0,-1.0
1901,112.0,112.0,112.0,0.0
1902,405.0,405.0,405.0,1.0
1903,112.0,206.0,206.0,0.0
1904,114.0,114.0,114.0,1.0
1905,205.0,310.0,314.0,1.0
1906,214.0,314.0,314.0,1.0
1907,114.0,114.0,209.0,0.0
1908,114.0,114.0,210.0,0.0
1909,207.0,207.0,207.0,-1.0
1910,112.0,113.0,212.0,0.0
1911,211.0,211.0,211.0,0.0
1912,210.0,210.0,210.0,0.0
1913,114.0,114.0,206.0,0.0
1914,205.0,205.0,310.0,1.0
1915,406.0,406.0,706.0,1.0
1916,112.0,113.0,113.0,0.0
1917,114.0,114.0,211.0,0.0
1918,207.0,207.0,207.0,0.0
1919,113.0,205.0,310.0,-1.0
1920,112.0,212.0,212.0,1.0
1921,112.0,206.0,206.0,0.0
1922,113.0,113.0,113.0,0.0
1923,204.0,313.0,313.0,1.0
1924,209.0,209.0,209.0,0.0
1925,112.0,212.0,312.0,1.0
1926,204.0,204.0,508.0,-1.0
1927,113.0,213.0,213.0,0.0
1928,110.0,111.0,211.0,0.0
1929,114.0,114.0,214.0,-1.0
1930,112.0,206.0,206.0,1.0
1931,207.0,207.0,307.0,0.0
1932,202.0,304.0,702.0,1.0
1933,407.0,407.0,707.0,1.0
1934,113.0,202.0,202.0,0.0
1935,114.0,114.0,114.0,0.0
1936,113.0,113.0,113.0,0.0
1937,114.0,114.0,114.0,-1.0
1938,206.0,310.0,310.0,-1.0
1939,113.0,205.0,305.0,0.0
1940,208.0,208.0,208.0,-1.0
1941,207.0,314.0,314.0,1.0
1942,203.0,203.0,203.0,0.0
1943,112.0,113.0,210.0,0.0
1944,113.0,206.0,206.0,-1.0
1945,203.0,203.0,203.0,0.0
1946,112.0,114.0,206.0,0.0
1947,213.0,213.0,313.0,0.0
1948,114.0,114.0,214.0,-1.0
1949,206.0,311.0,311.0,-1.0
1950,113.0,113.0,113.0,0.0
1951,314.0,314.0,314.0,1.0
1952,203.0,203.0,309.0,1.0
1953,110.0,110.0,203.0,0.0
1954,206.0,206.0,206.0,0.0
1955,210.0,210.0,210.0,1.0
1956,114.0,114.0,508.0,1.0
1957,112.0,112.0,112.0,0.0
1958,114.0,114.0,114.0,0.0
1959,312.0,312.0,312.0,1.0
1960,113.0,113.0,113.0,0.0
1961,413.0,713.0,713.0,1.0
1962,209.0,209.0,309.0,1.0
1963,202.0,202.0,202.0,0.0
1964,114.0,206.0,314.0,1.0
1965,114.0,114.0,214.0,1.0
1966,114.0,114.0,114.0,0.0
1967,313.0,313.0,713.0,1.0
1968,402.0,402.0,402.0,1.0
1969,204.0,204.0,304.0,-1.0
1970,113.0,204.0,204.0,0.0
1971,210.0,210.0,508.0,0.0
1972,211.0,211.0,211.0,1.0
1973,311.0,311.0,711.0,1.0
1974,113.0,209.0,209.0,-1.0
1975,112.0,203.0,203.0,-1.0
1976,111.0,211.0,211.0,0.0
1977,112.0,205.0,205.0,0.0
1978,407.0,407.0,407.0,1.0
1979,207.0,207.0,207.0,1.0
1980,111.0,111.0,210.0,-1.0
1981,112.0,209.0,209.0,1.0
1982,114.0,114.0,509.0,1.0
1983,203.0,314.0,703.0,1.0
1984,204.0,204.0,204.0,0.0
1985,203.0,203.0,203.0,0.0
1986,203.0,203.0,203.0,0.0
1987,111.0,113.0,113.0,-1.0
1988,212.0,212.0,212.0,-1.0
1989,414.0,414.0,414.0,1.0
1990,202.0,202.0,202.0,0.0
1991,307.0,307.0,307.0,1.0
1992,114.0,114.0,114.0,0.0
1993,212.0,212.0,212.0,-1.0
1994,112.0,205.0,305.0,-1.0
1995,310.0,310.0,310.0,-1.0
1996,114.0,213.0,213.0,0.0
1997,310.0,310.0,310.0,1.0
1998,213.0,213.0,213.0,1.0
1999,211.0,313.0,313.0,-1.0
